# Parameters: bear_hp=420, hp_mult=1.35, def_add=20, boss_hp=2526, boss_def=200, sim_count=2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_id,result,reached_wave,boss_remaining_hp,total_kills,remaining_monsters,remaining_life,total_turns,total_towers_count,tier1_count,tier2_count,tier3_count,buff_add_Fire,buff_add_Ice,buff_add_Physics,buff_add_Electric,buff_mult_Fire,buff_mult_Ice,buff_mult_Physics,buff_mult_Electric,tile_0_status,tile_1_status,tile_2_status,tile_3_status,tile_4_status,tile_5_status,tile_6_status,tile_7_status,tile_8_status,tile_9_status,tile_10_status,tile_11_status,tile_12_status,tile_13_status,tile_14_status,tile_15_status,tile_16_status,tile_17_status,tile_18_status,tile_19_status,tile_20_status,tile_21_status,tile_22_status,tile_23_status,tile_24_status,tile_25_status,tile_26_status,tile_27_status,tile_28_status,tile_29_status,tile_30_status,tile_31_status,tile_32_status,tile_33_status,tile_34_status,tile_35_status
1849,LOSS,8,1792.4,35,9,0,53,27,13,7,7,0,0,30,0,0.6,0,0,0,EMPTY,TOW_03_T1(DMG:52.5),TOW_01_T1(DMG:21.0),TOW_02_T1(DMG:22.5),TOW_01_T3(DMG:164.0),TOW_03_T1(DMG:52.5),TOW_04_T3(DMG:87.0),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:21.0),EMPTY,TOW_01_T2(DMG:82.0),TOW_02_T2(DMG:105.0),TOW_04_T3(DMG:87.0),TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:21.0),TOW_03_T3(DMG:127.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:21.0),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:21.0),TOW_03_T3(DMG:127.5),EMPTY,EMPTY,TOW_01_T3(DMG:84.0),EMPTY,TOW_01_T2(DMG:42.0),EMPTY,TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T1(DMG:21.0),TOW_02_T3(DMG:110.0),TOW_01_T2(DMG:82.0),TOW_03_T2(DMG:82.5)
1850,LOSS,8,888.3,39,8,0,56,27,12,7,8,90,0,60,0,0,0,0.2,0,EMPTY,TOW_03_T2(DMG:399.5),TOW_01_T1(DMG:105.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:120.0),TOW_03_T3(DMG:170.5),TOW_04_T1(DMG:27.0),TOW_02_T1(DMG:22.5),EMPTY,EMPTY,TOW_01_T3(DMG:150.0),TOW_02_T2(DMG:45.0),TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:690.5),TOW_01_T2(DMG:120.0),TOW_02_T1(DMG:22.5),EMPTY,TOW_03_T2(DMG:119.5),EMPTY,TOW_02_T3(DMG:192.5),TOW_01_T1(DMG:105.0),TOW_02_T3(DMG:82.5),TOW_01_T2(DMG:120.0),TOW_03_T1(DMG:85.5),TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T3(DMG:230.0),EMPTY,TOW_01_T1(DMG:105.0),EMPTY,TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:690.5),EMPTY,TOW_02_T3(DMG:82.5),TOW_01_T1(DMG:105.0),TOW_03_T2(DMG:119.5)
1851,LOSS,8,294,39,11,0,63,26,10,8,8,0,30,60,0,0.4,0.2,1,0,EMPTY,TOW_03_T1(DMG:98.2),EMPTY,EMPTY,TOW_01_T2(DMG:39.0),EMPTY,TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:82.5),TOW_01_T1(DMG:19.5),EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T2(DMG:142.5),TOW_04_T2(DMG:51.1),TOW_03_T1(DMG:98.2),EMPTY,TOW_02_T3(DMG:236.2),TOW_01_T2(DMG:49.0),TOW_03_T3(DMG:225.8),EMPTY,TOW_02_T3(DMG:153.8),TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:56.2),TOW_01_T3(DMG:98.0),TOW_03_T1(DMG:98.2),EMPTY,TOW_02_T3(DMG:126.2),TOW_01_T2(DMG:39.0),EMPTY,TOW_01_T2(DMG:39.0),TOW_02_T1(DMG:56.2),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:98.2),TOW_01_T2(DMG:79.0),EMPTY,TOW_01_T3(DMG:78.0),TOW_03_T3(DMG:745.8)
1852,LOSS,8,1655.4,37,10,0,56,29,11,14,4,30,0,0,0,0.4,0,0,0,EMPTY,TOW_03_T1(DMG:22.5),TOW_01_T2(DMG:68.0),TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:49.0),TOW_03_T1(DMG:22.5),TOW_04_T1(DMG:27.0),TOW_02_T2(DMG:45.0),TOW_01_T2(DMG:68.0),EMPTY,TOW_01_T2(DMG:68.0),TOW_02_T1(DMG:22.5),TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:617.5),TOW_01_T1(DMG:49.0),EMPTY,TOW_01_T3(DMG:186.0),TOW_03_T3(DMG:617.5),EMPTY,EMPTY,TOW_01_T2(DMG:108.0),TOW_02_T2(DMG:60.0),TOW_01_T1(DMG:49.0),TOW_03_T2(DMG:52.5),TOW_04_T1(DMG:27.0),TOW_02_T3(DMG:192.5),TOW_01_T2(DMG:68.0),EMPTY,TOW_01_T2(DMG:108.0),TOW_02_T1(DMG:22.5),TOW_04_T1(DMG:27.0),TOW_03_T2(DMG:52.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T2(DMG:68.0),TOW_03_T2(DMG:52.5)
1853,LOSS,8,873.5,42,9,0,61,27,14,5,8,90,60,0,60,0.6,0,0,0.2,EMPTY,TOW_03_T1(DMG:24.0),TOW_01_T3(DMG:258.0),TOW_02_T1(DMG:84.0),TOW_01_T1(DMG:112.0),TOW_03_T1(DMG:24.0),TOW_04_T1(DMG:92.4),TOW_02_T2(DMG:108.0),TOW_01_T1(DMG:112.0),EMPTY,TOW_01_T3(DMG:258.0),TOW_02_T3(DMG:148.0),TOW_04_T1(DMG:92.4),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T2(DMG:168.0),TOW_01_T3(DMG:178.0),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T2(DMG:168.0),TOW_01_T3(DMG:178.0),TOW_02_T3(DMG:148.0),TOW_01_T1(DMG:112.0),TOW_03_T1(DMG:24.0),TOW_04_T1(DMG:92.4),EMPTY,TOW_01_T3(DMG:178.0),EMPTY,EMPTY,EMPTY,TOW_04_T3(DMG:380.4),EMPTY,TOW_01_T2(DMG:134.0),TOW_02_T1(DMG:84.0),TOW_01_T1(DMG:112.0),TOW_03_T2(DMG:56.0)
1854,LOSS,8,313.8,42,10,0,67,26,8,8,10,90,90,30,0,0.2,0.4,0,0,EMPTY,TOW_03_T2(DMG:86.0),TOW_01_T1(DMG:108.0),TOW_02_T3(DMG:227.5),TOW_01_T2(DMG:126.0),TOW_03_T3(DMG:654.0),EMPTY,TOW_02_T1(DMG:120.0),TOW_01_T1(DMG:108.0),EMPTY,TOW_01_T3(DMG:242.0),TOW_02_T3(DMG:227.5),TOW_04_T2(DMG:52.8),TOW_03_T1(DMG:54.0),TOW_01_T1(DMG:108.0),TOW_02_T3(DMG:310.0),EMPTY,TOW_03_T1(DMG:54.0),EMPTY,TOW_02_T2(DMG:150.0),TOW_01_T3(DMG:162.0),EMPTY,TOW_01_T3(DMG:182.0),TOW_03_T2(DMG:86.0),EMPTY,TOW_02_T3(DMG:310.0),EMPTY,EMPTY,TOW_01_T2(DMG:126.0),TOW_02_T2(DMG:150.0),TOW_04_T1(DMG:28.8),EMPTY,TOW_01_T3(DMG:242.0),TOW_02_T1(DMG:120.0),TOW_01_T2(DMG:126.0),TOW_03_T3(DMG:134.0)
1855,LOSS,8,686.5,44,8,0,67,29,6,14,9,0,60,0,0,0,0.6,0,0,EMPTY,EMPTY,TOW_01_T2(DMG:33.0),TOW_02_T3(DMG:211.2),TOW_01_T2(DMG:33.0),TOW_03_T1(DMG:24.8),TOW_04_T1(DMG:29.7),TOW_02_T3(DMG:211.2),TOW_01_T3(DMG:66.0),EMPTY,TOW_01_T1(DMG:16.5),EMPTY,TOW_04_T2(DMG:252.4),TOW_03_T3(DMG:107.2),TOW_01_T1(DMG:16.5),TOW_02_T2(DMG:127.5),TOW_01_T2(DMG:43.0),TOW_03_T1(DMG:24.8),EMPTY,TOW_02_T3(DMG:211.2),TOW_01_T3(DMG:66.0),TOW_02_T3(DMG:183.8),TOW_01_T2(DMG:33.0),TOW_03_T2(DMG:57.8),TOW_04_T2(DMG:54.4),TOW_02_T1(DMG:93.8),TOW_01_T2(DMG:73.0),EMPTY,TOW_01_T2(DMG:73.0),TOW_02_T2(DMG:127.5),TOW_04_T3(DMG:95.7),TOW_03_T2(DMG:57.8),EMPTY,TOW_02_T3(DMG:293.8),TOW_01_T2(DMG:33.0),TOW_03_T2(DMG:57.8)
1856,LOSS,8,1570.1,38,9,0,56,22,5,10,7,90,0,0,0,0.6,0,0,0,EMPTY,EMPTY,TOW_01_T3(DMG:194.0),TOW_02_T2(DMG:60.0),EMPTY,TOW_03_T2(DMG:52.5),EMPTY,TOW_02_T2(DMG:60.0),TOW_01_T2(DMG:142.0),EMPTY,EMPTY,TOW_02_T2(DMG:45.0),TOW_04_T3(DMG:87.0),TOW_03_T1(DMG:22.5),TOW_01_T3(DMG:174.0),TOW_02_T1(DMG:22.5),EMPTY,TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T2(DMG:60.0),TOW_01_T3(DMG:254.0),EMPTY,TOW_01_T3(DMG:174.0),EMPTY,TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T3(DMG:174.0),EMPTY,TOW_01_T2(DMG:142.0),EMPTY,EMPTY,TOW_03_T2(DMG:52.5),TOW_01_T2(DMG:172.0),TOW_02_T1(DMG:22.5),TOW_01_T3(DMG:254.0),TOW_03_T2(DMG:52.5)
1857,LOSS,8,824,37,10,0,60,28,9,11,8,0,0,0,0,0,0.2,0.4,0.2,EMPTY,EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:112.5),TOW_01_T2(DMG:31.0),TOW_03_T2(DMG:68.2),TOW_04_T3(DMG:311.5),TOW_02_T1(DMG:26.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T3(DMG:62.0),TOW_02_T2(DMG:67.5),TOW_04_T1(DMG:31.5),TOW_03_T3(DMG:646.8),TOW_01_T3(DMG:62.0),TOW_02_T1(DMG:26.2),EMPTY,TOW_03_T3(DMG:646.8),EMPTY,TOW_02_T2(DMG:52.5),TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:112.5),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:68.2),EMPTY,TOW_02_T2(DMG:52.5),TOW_01_T2(DMG:41.0),EMPTY,TOW_01_T2(DMG:31.0),TOW_02_T3(DMG:123.8),EMPTY,TOW_03_T1(DMG:29.3),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:62.0),TOW_03_T3(DMG:646.8)
1858,LOSS,8,1268.3,39,9,0,61,28,11,11,6,0,30,30,0,0,0,1,0,EMPTY,EMPTY,TOW_01_T2(DMG:42.0),TOW_02_T2(DMG:78.0),TOW_01_T2(DMG:72.0),TOW_03_T2(DMG:121.0),TOW_04_T1(DMG:28.8),TOW_02_T2(DMG:93.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T3(DMG:144.0),TOW_02_T3(DMG:145.5),TOW_04_T2(DMG:52.8),TOW_03_T2(DMG:121.0),TOW_01_T2(DMG:32.0),TOW_02_T1(DMG:54.0),TOW_01_T3(DMG:64.0),EMPTY,EMPTY,TOW_02_T2(DMG:78.0),TOW_01_T1(DMG:16.0),TOW_02_T3(DMG:118.0),TOW_01_T1(DMG:16.0),TOW_03_T1(DMG:69.0),TOW_04_T1(DMG:28.8),EMPTY,TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T1(DMG:16.0),TOW_02_T3(DMG:145.5),TOW_04_T1(DMG:28.8),TOW_03_T2(DMG:401.0),EMPTY,TOW_02_T1(DMG:54.0),TOW_01_T2(DMG:32.0),TOW_03_T3(DMG:1239.0)
1859,LOSS,8,877.8,38,11,0,60,24,9,10,5,60,30,0,0,0.8,0,0.6,0,EMPTY,TOW_03_T1(DMG:33.0),TOW_01_T2(DMG:108.0),TOW_02_T1(DMG:54.0),TOW_01_T2(DMG:148.0),TOW_03_T1(DMG:33.0),TOW_04_T3(DMG:92.8),EMPTY,TOW_01_T3(DMG:156.0),EMPTY,TOW_01_T2(DMG:148.0),EMPTY,TOW_04_T1(DMG:28.8),EMPTY,EMPTY,TOW_02_T3(DMG:118.0),TOW_01_T2(DMG:108.0),EMPTY,EMPTY,TOW_02_T2(DMG:78.0),EMPTY,TOW_02_T2(DMG:78.0),TOW_01_T1(DMG:84.0),TOW_03_T2(DMG:357.0),TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:54.0),TOW_01_T3(DMG:156.0),EMPTY,EMPTY,TOW_02_T1(DMG:54.0),TOW_04_T3(DMG:284.8),TOW_03_T1(DMG:33.0),TOW_01_T2(DMG:108.0),EMPTY,TOW_01_T2(DMG:118.0),TOW_03_T2(DMG:77.0)
1860,LOSS,8,1460.3,37,11,0,57,24,8,7,9,0,0,90,30,0,0,0.4,0,EMPTY,TOW_03_T3(DMG:733.5),EMPTY,TOW_02_T2(DMG:60.0),EMPTY,TOW_03_T3(DMG:733.5),TOW_04_T1(DMG:57.0),TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:140.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_02_T2(DMG:105.0),TOW_04_T3(DMG:297.0),TOW_03_T1(DMG:118.5),TOW_01_T2(DMG:30.0),TOW_02_T3(DMG:82.5),EMPTY,TOW_03_T1(DMG:118.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:70.0),TOW_02_T3(DMG:192.5),TOW_01_T3(DMG:80.0),EMPTY,TOW_04_T1(DMG:57.0),EMPTY,TOW_01_T2(DMG:70.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_02_T3(DMG:82.5),TOW_04_T1(DMG:57.0),EMPTY,TOW_01_T3(DMG:60.0),TOW_02_T2(DMG:45.0),EMPTY,EMPTY
1861,LOSS,8,734.4,42,5,0,60,28,12,8,8,60,60,0,0,0.2,0,0,0.6,EMPTY,TOW_03_T2(DMG:56.0),TOW_01_T2(DMG:96.0),EMPTY,TOW_01_T1(DMG:78.0),TOW_03_T1(DMG:24.0),TOW_04_T3(DMG:391.6),TOW_02_T1(DMG:84.0),TOW_01_T3(DMG:132.0),EMPTY,TOW_01_T1(DMG:78.0),TOW_02_T1(DMG:84.0),TOW_04_T2(DMG:72.6),EMPTY,TOW_01_T3(DMG:132.0),TOW_02_T1(DMG:84.0),TOW_01_T3(DMG:132.0),TOW_03_T2(DMG:336.0),EMPTY,TOW_02_T2(DMG:123.0),TOW_01_T2(DMG:106.0),TOW_02_T3(DMG:258.0),TOW_01_T1(DMG:78.0),TOW_03_T2(DMG:56.0),EMPTY,TOW_02_T1(DMG:84.0),TOW_01_T1(DMG:78.0),EMPTY,EMPTY,TOW_02_T3(DMG:148.0),TOW_04_T1(DMG:39.6),TOW_03_T3(DMG:104.0),TOW_01_T1(DMG:78.0),TOW_02_T1(DMG:84.0),TOW_01_T3(DMG:132.0),TOW_03_T2(DMG:336.0)
1862,LOSS,8,1351.6,40,11,0,62,24,6,9,9,30,30,0,30,0.4,0.8,0,0,EMPTY,EMPTY,TOW_01_T3(DMG:188.0),TOW_02_T3(DMG:186.7),TOW_01_T1(DMG:49.5),EMPTY,TOW_04_T3(DMG:119.9),TOW_02_T2(DMG:100.5),EMPTY,EMPTY,TOW_01_T2(DMG:109.0),EMPTY,TOW_04_T3(DMG:119.9),TOW_03_T2(DMG:54.2),TOW_01_T3(DMG:128.0),EMPTY,TOW_01_T1(DMG:49.5),TOW_03_T2(DMG:54.2),EMPTY,TOW_02_T2(DMG:100.5),TOW_01_T1(DMG:49.5),TOW_02_T3(DMG:269.2),TOW_01_T1(DMG:49.5),TOW_03_T2(DMG:54.2),EMPTY,TOW_02_T3(DMG:186.7),TOW_01_T2(DMG:69.0),EMPTY,TOW_01_T2(DMG:69.0),EMPTY,TOW_04_T2(DMG:81.2),TOW_03_T1(DMG:23.2),TOW_01_T3(DMG:108.0),TOW_02_T3(DMG:186.7),EMPTY,TOW_03_T1(DMG:23.2)
1863,LOSS,8,1318.7,40,7,0,57,25,9,7,9,30,0,0,30,0,0,0.6,0,EMPTY,TOW_03_T3(DMG:659.8),TOW_01_T3(DMG:92.0),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:45.5),EMPTY,TOW_04_T2(DMG:267.1),TOW_02_T2(DMG:61.5),TOW_01_T3(DMG:92.0),EMPTY,EMPTY,TOW_02_T2(DMG:46.5),TOW_04_T3(DMG:119.9),TOW_03_T2(DMG:75.3),TOW_01_T1(DMG:45.5),TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:61.0),TOW_03_T3(DMG:659.8),EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:112.0),TOW_03_T1(DMG:32.3),TOW_04_T3(DMG:119.9),TOW_02_T3(DMG:85.2),EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:23.2),TOW_04_T3(DMG:119.9),TOW_03_T2(DMG:75.3),TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:46.5),TOW_01_T1(DMG:45.5),EMPTY
1864,LOSS,8,1286,39,6,0,55,22,10,2,10,30,60,30,0,0.6,0,0.4,0,EMPTY,TOW_03_T2(DMG:96.5),TOW_01_T3(DMG:114.0),TOW_02_T1(DMG:82.5),EMPTY,TOW_03_T1(DMG:58.5),TOW_04_T1(DMG:27.0),TOW_02_T3(DMG:142.5),EMPTY,EMPTY,TOW_01_T1(DMG:51.0),TOW_02_T1(DMG:82.5),TOW_04_T3(DMG:87.0),TOW_03_T1(DMG:58.5),TOW_01_T3(DMG:134.0),EMPTY,EMPTY,TOW_03_T3(DMG:673.5),EMPTY,EMPTY,TOW_01_T3(DMG:114.0),TOW_02_T1(DMG:82.5),TOW_01_T3(DMG:114.0),TOW_03_T1(DMG:58.5),EMPTY,TOW_02_T1(DMG:82.5),TOW_01_T1(DMG:51.0),EMPTY,EMPTY,TOW_02_T3(DMG:142.5),TOW_04_T2(DMG:229.5),EMPTY,TOW_01_T3(DMG:114.0),EMPTY,EMPTY,TOW_03_T3(DMG:673.5)
1865,LOSS,8,774.4,40,10,0,61,25,11,5,9,60,0,30,0,0,1.2,0.4,0,EMPTY,TOW_03_T3(DMG:163.2),TOW_01_T2(DMG:93.0),TOW_02_T2(DMG:85.5),TOW_01_T1(DMG:76.5),TOW_03_T1(DMG:60.8),TOW_04_T3(DMG:95.7),TOW_02_T1(DMG:42.7),TOW_01_T1(DMG:76.5),EMPTY,EMPTY,TOW_02_T2(DMG:85.5),TOW_04_T1(DMG:29.7),EMPTY,TOW_01_T3(DMG:126.0),TOW_02_T3(DMG:184.2),TOW_01_T1(DMG:76.5),TOW_03_T3(DMG:163.2),EMPTY,EMPTY,TOW_01_T1(DMG:76.5),TOW_02_T1(DMG:42.7),TOW_01_T3(DMG:146.0),TOW_03_T2(DMG:101.8),EMPTY,TOW_02_T2(DMG:85.5),EMPTY,EMPTY,TOW_01_T1(DMG:76.5),TOW_02_T3(DMG:156.7),TOW_04_T1(DMG:29.7),TOW_03_T3(DMG:683.2),EMPTY,TOW_02_T1(DMG:42.7),EMPTY,TOW_03_T3(DMG:163.2)
1866,WIN,8,0,42,10,5,61,28,14,4,10,60,90,0,0,0,0.2,0,0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T3(DMG:122.0),TOW_02_T1(DMG:116.2),TOW_01_T1(DMG:75.5),EMPTY,TOW_04_T3(DMG:275.9),TOW_02_T1(DMG:116.2),TOW_01_T3(DMG:122.0),EMPTY,EMPTY,TOW_02_T3(DMG:296.2),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:101.0),TOW_02_T1(DMG:116.2),TOW_01_T2(DMG:91.0),EMPTY,EMPTY,TOW_02_T3(DMG:213.8),TOW_01_T1(DMG:75.5),TOW_02_T1(DMG:116.2),TOW_01_T3(DMG:202.0),EMPTY,TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:186.2),TOW_01_T3(DMG:122.0),EMPTY,TOW_01_T1(DMG:75.5),TOW_02_T1(DMG:116.2),TOW_04_T2(DMG:237.2),TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:75.5),TOW_02_T3(DMG:186.2),TOW_01_T1(DMG:75.5),TOW_03_T3(DMG:620.8)
1867,LOSS,8,1014.7,38,11,0,58,25,9,9,7,90,30,0,0,0.4,0.4,0,0,EMPTY,EMPTY,TOW_01_T3(DMG:168.0),TOW_02_T1(DMG:59.2),TOW_01_T3(DMG:168.0),TOW_03_T2(DMG:54.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:59.2),TOW_01_T1(DMG:109.5),EMPTY,TOW_01_T1(DMG:109.5),TOW_02_T3(DMG:137.2),EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T3(DMG:188.0),TOW_02_T2(DMG:88.5),EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:59.2),TOW_01_T2(DMG:169.0),TOW_02_T2(DMG:88.5),TOW_01_T2(DMG:129.0),TOW_03_T3(DMG:100.8),EMPTY,TOW_02_T2(DMG:103.5),TOW_01_T3(DMG:188.0),EMPTY,TOW_01_T1(DMG:109.5),TOW_02_T2(DMG:148.5),TOW_04_T1(DMG:27.9),EMPTY,TOW_01_T1(DMG:109.5),TOW_02_T3(DMG:164.7),EMPTY,TOW_03_T2(DMG:334.2)
1868,LOSS,8,711.3,38,11,0,60,29,12,10,7,0,60,30,0,0,0,0.4,0,EMPTY,TOW_03_T1(DMG:59.2),TOW_01_T3(DMG:82.0),EMPTY,TOW_01_T3(DMG:62.0),TOW_03_T1(DMG:59.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:83.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:106.5),TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:156.8),TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:106.5),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:98.2),EMPTY,TOW_02_T3(DMG:172.8),TOW_01_T2(DMG:71.0),TOW_02_T1(DMG:83.2),TOW_01_T1(DMG:15.5),TOW_03_T3(DMG:156.8),EMPTY,TOW_02_T1(DMG:83.2),TOW_01_T3(DMG:142.0),EMPTY,EMPTY,TOW_02_T1(DMG:83.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:98.2),TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:145.2),TOW_01_T2(DMG:31.0),TOW_03_T1(DMG:59.2)
1869,LOSS,8,952.2,41,8,0,61,28,9,16,3,0,90,0,0,0.4,0.2,0,0,EMPTY,TOW_03_T2(DMG:56.0),EMPTY,TOW_02_T1(DMG:117.0),TOW_01_T2(DMG:80.0),TOW_03_T2(DMG:56.0),TOW_04_T2(DMG:52.8),TOW_02_T2(DMG:144.0),TOW_01_T1(DMG:20.0),EMPTY,TOW_01_T2(DMG:50.0),TOW_02_T2(DMG:204.0),TOW_04_T2(DMG:244.8),TOW_03_T2(DMG:336.0),TOW_01_T1(DMG:20.0),TOW_02_T2(DMG:144.0),TOW_01_T1(DMG:20.0),EMPTY,EMPTY,TOW_02_T3(DMG:189.0),TOW_01_T1(DMG:20.0),EMPTY,TOW_01_T2(DMG:50.0),TOW_03_T1(DMG:24.0),TOW_04_T1(DMG:28.8),TOW_02_T2(DMG:144.0),TOW_01_T3(DMG:160.0),EMPTY,TOW_01_T2(DMG:50.0),TOW_02_T1(DMG:117.0),TOW_04_T2(DMG:52.8),TOW_03_T2(DMG:336.0),EMPTY,TOW_02_T3(DMG:189.0),TOW_01_T1(DMG:20.0),TOW_03_T2(DMG:56.0)
1870,LOSS,8,1442.5,38,12,0,61,27,11,8,8,0,90,0,0,0,0.8,0,0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T3(DMG:82.0),TOW_02_T3(DMG:219.2),TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:23.2),TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:125.2),EMPTY,EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:219.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:54.2),TOW_01_T2(DMG:41.0),TOW_02_T1(DMG:125.2),TOW_01_T2(DMG:31.0),EMPTY,EMPTY,TOW_02_T3(DMG:219.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T2(DMG:51.1),TOW_02_T3(DMG:219.2),TOW_01_T3(DMG:142.0),EMPTY,TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T3(DMG:89.9),TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:220.5),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:54.2)
1871,LOSS,8,623.2,39,14,0,65,25,7,8,10,60,60,0,0,0,0,1.2,0,EMPTY,TOW_03_T2(DMG:378.0),TOW_01_T2(DMG:92.0),EMPTY,TOW_01_T1(DMG:76.0),TOW_03_T3(DMG:702.0),TOW_04_T3(DMG:284.8),EMPTY,TOW_01_T3(DMG:124.0),EMPTY,TOW_01_T1(DMG:76.0),TOW_02_T3(DMG:258.0),TOW_04_T2(DMG:52.8),TOW_03_T1(DMG:42.0),EMPTY,EMPTY,TOW_01_T3(DMG:204.0),TOW_03_T3(DMG:702.0),EMPTY,TOW_02_T2(DMG:108.0),TOW_01_T2(DMG:92.0),TOW_02_T1(DMG:84.0),TOW_01_T3(DMG:204.0),EMPTY,TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:84.0),TOW_01_T2(DMG:102.0),EMPTY,TOW_01_T2(DMG:92.0),TOW_02_T1(DMG:84.0),TOW_04_T3(DMG:92.8),EMPTY,EMPTY,TOW_02_T3(DMG:148.0),TOW_01_T2(DMG:132.0),TOW_03_T3(DMG:182.0)
1872,LOSS,8,30.3,39,7,0,56,25,12,4,9,90,0,0,0,0.2,0,0,0.2,EMPTY,TOW_03_T1(DMG:22.5),TOW_01_T2(DMG:124.0),TOW_02_T2(DMG:105.0),TOW_01_T3(DMG:158.0),EMPTY,TOW_04_T3(DMG:302.6),EMPTY,TOW_01_T1(DMG:107.0),EMPTY,TOW_01_T3(DMG:238.0),EMPTY,TOW_04_T1(DMG:30.6),TOW_03_T3(DMG:617.5),TOW_01_T3(DMG:158.0),TOW_02_T3(DMG:82.5),EMPTY,TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T3(DMG:178.0),TOW_02_T1(DMG:22.5),EMPTY,EMPTY,TOW_04_T1(DMG:30.6),TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:238.0),EMPTY,TOW_01_T2(DMG:124.0),TOW_02_T1(DMG:22.5),TOW_04_T3(DMG:98.6),TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:107.0),TOW_03_T1(DMG:22.5)
